"","branch_office","month_tz","day_tz","day_of_week_tz","hour_tz","tiempodeses","visitor"
"31571",3,11,19,"Saturday",14,3486,"true"
"31572",3,11,13,"Sunday",15,0,"false"
"31573",2,11,2,"Wednesday",9,164,"true"
"31574",3,11,10,"Thursday",13,0,"false"
"31575",1,11,4,"Friday",21,0,"false"
"31576",3,11,12,"Saturday",12,0,"false"
"31577",2,11,29,"Tuesday",9,329,"true"
"31578",2,11,27,"Sunday",18,0,"false"
"31579",2,11,12,"Saturday",20,591,"true"
"31580",1,11,1,"Tuesday",17,0,"false"
"31581",3,11,19,"Saturday",18,0,"false"
"31582",1,11,29,"Tuesday",10,72,"false"
"31583",1,11,15,"Tuesday",16,35,"false"
"31584",1,11,30,"Wednesday",7,3089,"true"
"31585",1,11,12,"Saturday",17,63,"true"
"31586",3,11,9,"Wednesday",6,1809,"true"
"31587",1,11,16,"Wednesday",18,6507,"true"
"31588",3,11,3,"Thursday",12,0,"false"
"31589",3,11,15,"Tuesday",16,13,"false"
"31590",1,11,5,"Saturday",13,23,"false"
"31591",2,11,9,"Wednesday",18,30419,"true"
"31592",1,11,6,"Sunday",20,0,"false"
"31593",3,11,12,"Saturday",11,0,"false"
"31594",2,11,29,"Tuesday",22,29,"false"
"31595",3,11,8,"Tuesday",20,0,"false"
"31596",3,11,30,"Wednesday",16,9502,"true"
"31597",1,11,16,"Wednesday",8,0,"false"
"31598",1,11,27,"Sunday",22,20,"false"
"31599",1,11,1,"Tuesday",9,0,"false"
"31600",3,11,14,"Monday",6,0,"false"
"31601",3,11,17,"Thursday",5,0,"false"
"31602",1,11,17,"Thursday",12,0,"false"
"31603",1,10,28,"Friday",7,0,"false"
"31604",1,11,14,"Monday",14,0,"false"
"31605",1,11,27,"Sunday",20,3133,"true"
"31606",2,11,15,"Tuesday",16,52,"false"
"31607",1,11,23,"Wednesday",14,0,"false"
"31608",3,11,5,"Saturday",15,0,"false"
"31609",3,11,15,"Tuesday",19,0,"false"
"31610",3,11,2,"Wednesday",16,0,"false"
"31611",3,11,3,"Thursday",8,0,"false"
"31612",1,11,14,"Monday",19,0,"false"
"31613",1,11,2,"Wednesday",17,0,"false"
"31614",1,11,14,"Monday",21,0,"false"
"31615",3,11,5,"Saturday",0,8158,"true"
"31616",3,11,13,"Sunday",7,0,"false"
"31617",3,11,15,"Tuesday",19,0,"false"
"31618",1,10,30,"Sunday",4,24780,"true"
"31619",3,11,2,"Wednesday",8,0,"false"
"31620",1,11,16,"Wednesday",16,716,"true"
"31621",3,11,5,"Saturday",15,0,"false"
"31622",1,11,7,"Monday",15,0,"false"
"31623",1,10,27,"Thursday",10,0,"false"
"31624",3,11,19,"Saturday",13,0,"false"
"31625",2,11,15,"Tuesday",22,0,"false"
"31626",1,11,5,"Saturday",18,0,"false"
"31627",1,11,16,"Wednesday",15,0,"false"
"31628",3,11,28,"Monday",19,0,"false"
"31629",1,10,29,"Saturday",20,0,"false"
"31630",1,11,5,"Saturday",2,1257,"true"
"31631",3,11,16,"Wednesday",17,0,"false"
"31632",3,11,4,"Friday",9,2395,"true"
"31633",1,11,27,"Sunday",18,21441,"true"
"31634",3,11,9,"Wednesday",12,0,"false"
"31635",1,11,29,"Tuesday",15,14156,"true"
"31636",1,11,29,"Tuesday",18,34960,"true"
"31637",3,11,29,"Tuesday",17,0,"false"
"31638",3,11,9,"Wednesday",7,0,"false"
"31639",3,11,15,"Tuesday",19,4509,"true"
"31640",3,11,3,"Thursday",20,0,"false"
"31641",1,11,4,"Friday",12,0,"false"
"31642",1,11,19,"Saturday",15,0,"false"
"31643",1,10,28,"Friday",17,41538,"true"
"31644",1,10,29,"Saturday",0,0,"false"
"31645",1,11,11,"Friday",19,0,"false"
"31646",3,11,15,"Tuesday",12,2504,"true"
"31647",3,11,11,"Friday",17,2211,"true"
"31648",3,11,4,"Friday",6,0,"false"
"31649",1,11,27,"Sunday",17,0,"false"
"31650",3,11,8,"Tuesday",10,157,"true"
"31651",3,11,17,"Thursday",7,0,"false"
"31652",1,11,17,"Thursday",16,10198,"true"
"31653",1,11,15,"Tuesday",15,0,"false"
"31654",1,11,3,"Thursday",12,0,"false"
"31655",1,11,13,"Sunday",12,0,"false"
"31656",3,11,16,"Wednesday",10,0,"false"
"31657",1,11,1,"Tuesday",8,1418,"true"
"31658",1,11,8,"Tuesday",20,0,"false"
"31659",1,10,25,"Tuesday",15,0,"false"
"31660",1,10,30,"Sunday",15,1692,"true"
"31661",1,11,2,"Wednesday",8,34,"false"
"31662",1,11,14,"Monday",14,320,"true"
"31663",3,11,23,"Wednesday",19,0,"false"
"31664",3,11,27,"Sunday",23,0,"false"
"31665",3,11,24,"Thursday",0,0,"false"
"31666",2,11,15,"Tuesday",16,0,"false"
"31667",3,11,19,"Saturday",16,0,"false"
"31668",1,11,1,"Tuesday",14,0,"false"
"31669",3,11,30,"Wednesday",8,0,"false"
"31670",1,10,27,"Thursday",18,0,"false"
"31671",2,11,5,"Saturday",22,4862,"true"
"31672",1,11,8,"Tuesday",0,9254,"true"
"31673",3,11,28,"Monday",10,0,"false"
"31674",1,11,19,"Saturday",19,0,"false"
"31675",1,11,24,"Thursday",11,0,"false"
"31676",2,11,4,"Friday",7,0,"false"
"31677",3,11,27,"Sunday",22,349,"true"
"31678",1,10,29,"Saturday",10,209,"true"
"31679",3,11,12,"Saturday",11,0,"false"
"31680",2,11,7,"Monday",18,851,"true"
"31681",3,11,15,"Tuesday",22,0,"false"
"31682",3,11,4,"Friday",13,0,"false"
"31683",1,11,24,"Thursday",15,0,"false"
"31684",1,11,12,"Saturday",16,2033,"true"
"31685",1,11,11,"Friday",14,0,"false"
"31686",3,11,15,"Tuesday",2,0,"false"
"31687",3,11,13,"Sunday",12,0,"false"
"31688",1,10,27,"Thursday",18,30,"false"
"31689",3,11,13,"Sunday",15,0,"false"
"31690",1,11,17,"Thursday",8,207,"true"
"31691",1,11,29,"Tuesday",22,27719,"true"
"31692",1,11,15,"Tuesday",18,0,"false"
"31693",1,11,16,"Wednesday",12,30,"false"
"31694",1,11,28,"Monday",18,0,"false"
"31695",1,10,29,"Saturday",17,0,"false"
"31696",1,11,7,"Monday",18,0,"false"
"31697",3,11,27,"Sunday",22,0,"false"
"31698",1,11,2,"Wednesday",3,38963,"true"
"31699",1,11,13,"Sunday",11,0,"false"
"31700",1,10,28,"Friday",17,210,"true"
"31701",1,11,9,"Wednesday",20,0,"false"
"31702",1,11,5,"Saturday",18,50,"false"
"31703",3,11,29,"Tuesday",15,2945,"true"
"31704",3,11,14,"Monday",15,0,"false"
"31705",2,11,8,"Tuesday",11,285,"true"
"31706",3,11,2,"Wednesday",11,0,"false"
"31707",1,11,4,"Friday",14,43804,"true"
"31708",2,11,30,"Wednesday",8,77,"false"
"31709",2,11,9,"Wednesday",19,1843,"true"
"31710",2,11,11,"Friday",16,9967,"true"
"31711",3,11,17,"Thursday",11,0,"false"
"31712",1,10,31,"Monday",22,0,"false"
"31713",1,11,13,"Sunday",1,0,"false"
"31714",1,11,15,"Tuesday",9,129,"true"
"31715",2,11,14,"Monday",10,5720,"true"
"31716",1,11,14,"Monday",23,0,"false"
"31717",1,11,16,"Wednesday",18,0,"false"
"31718",1,11,8,"Tuesday",17,254,"true"
"31719",3,11,8,"Tuesday",13,0,"false"
"31720",1,10,24,"Monday",21,0,"false"
"31721",3,11,15,"Tuesday",18,0,"false"
"31722",1,11,15,"Tuesday",13,1320,"true"
"31723",3,11,16,"Wednesday",18,0,"false"
"31724",2,11,10,"Thursday",3,9836,"true"
"31725",2,11,23,"Wednesday",15,0,"false"
"31726",1,11,16,"Wednesday",16,0,"false"
"31727",1,11,9,"Wednesday",11,4397,"true"
"31728",3,11,8,"Tuesday",8,0,"false"
"31729",1,11,29,"Tuesday",21,0,"false"
"31730",1,11,16,"Wednesday",2,23403,"true"
"31731",3,11,28,"Monday",0,0,"false"
"31732",3,11,17,"Thursday",16,0,"false"
"31733",1,11,12,"Saturday",19,0,"false"
"31734",3,11,10,"Thursday",14,0,"false"
"31735",1,10,31,"Monday",22,52,"false"
"31736",1,10,29,"Saturday",23,0,"false"
"31737",1,11,15,"Tuesday",16,0,"false"
"31738",1,11,5,"Saturday",15,238,"true"
"31739",1,11,14,"Monday",1,1886,"true"
"31740",3,11,13,"Sunday",16,76,"true"
"31741",2,11,3,"Thursday",12,233,"true"
"31742",3,11,28,"Monday",8,0,"false"
"31743",3,11,6,"Sunday",15,0,"false"
"31744",3,11,17,"Thursday",12,0,"false"
"31745",1,11,16,"Wednesday",14,0,"false"
"31746",1,11,15,"Tuesday",10,0,"false"
"31747",1,11,4,"Friday",20,59,"true"
"31748",1,10,29,"Saturday",15,27,"false"
"31749",2,11,10,"Thursday",8,0,"false"
"31750",1,11,3,"Thursday",18,0,"false"
"31751",3,11,3,"Thursday",6,0,"false"
"31752",3,11,4,"Friday",15,0,"false"
"31753",1,11,13,"Sunday",16,6038,"true"
"31754",1,11,17,"Thursday",12,28,"false"
"31755",1,11,1,"Tuesday",18,0,"false"
"31756",3,11,27,"Sunday",19,0,"false"
"31757",1,10,31,"Monday",8,0,"false"
"31758",1,11,2,"Wednesday",5,6122,"true"
"31759",3,11,17,"Thursday",12,3808,"true"
"31760",3,11,16,"Wednesday",11,0,"false"
"31761",1,11,3,"Thursday",20,40,"true"
"31762",1,11,9,"Wednesday",18,29824,"true"
"31763",3,11,24,"Thursday",6,0,"false"
"31764",3,11,9,"Wednesday",21,0,"false"
"31765",1,11,5,"Saturday",12,1869,"true"
"31766",3,11,15,"Tuesday",21,14,"false"
"31767",1,11,2,"Wednesday",16,0,"false"
"31768",1,11,19,"Saturday",15,2402,"true"
"31769",1,11,30,"Wednesday",12,0,"false"
"31770",3,11,23,"Wednesday",17,216,"true"
"31771",3,11,9,"Wednesday",20,0,"false"
"31772",3,11,2,"Wednesday",17,7833,"true"
"31773",3,11,15,"Tuesday",21,0,"false"
"31774",3,11,15,"Tuesday",15,0,"false"
"31775",3,11,24,"Thursday",10,0,"false"
"31776",1,11,16,"Wednesday",2,16977,"true"
"31777",3,11,15,"Tuesday",14,0,"false"
"31778",1,11,11,"Friday",23,16,"false"
"31779",1,11,5,"Saturday",16,0,"false"
"31780",3,11,24,"Thursday",5,1,"false"
"31781",1,11,8,"Tuesday",14,0,"false"
"31782",1,11,30,"Wednesday",16,723,"true"
"31783",1,10,30,"Sunday",14,0,"false"
"31784",1,11,3,"Thursday",17,0,"false"
"31785",3,11,6,"Sunday",13,10646,"true"
"31786",1,11,19,"Saturday",15,0,"false"
"31787",1,11,2,"Wednesday",20,0,"false"
"31788",1,10,31,"Monday",7,0,"false"
"31789",3,11,29,"Tuesday",19,20,"false"
"31790",1,10,30,"Sunday",11,447,"true"
"31791",3,11,19,"Saturday",17,101,"true"
"31792",1,10,31,"Monday",8,93,"true"
"31793",1,11,2,"Wednesday",18,51,"false"
"31794",1,11,7,"Monday",4,0,"false"
"31795",1,10,28,"Friday",10,0,"false"
"31796",3,11,14,"Monday",5,0,"false"
"31797",3,11,9,"Wednesday",11,60,"false"
"31798",1,11,28,"Monday",13,164,"true"
"31799",1,10,29,"Saturday",16,0,"false"
"31800",2,11,7,"Monday",14,649,"true"
"31801",3,11,9,"Wednesday",10,2,"false"
"31802",1,11,8,"Tuesday",6,0,"false"
"31803",1,10,28,"Friday",4,312,"true"
"31804",3,11,24,"Thursday",9,0,"false"
"31805",2,11,13,"Sunday",5,18954,"true"
"31806",1,11,15,"Tuesday",16,0,"false"
"31807",3,11,12,"Saturday",21,0,"false"
"31808",1,11,4,"Friday",21,0,"false"
"31809",3,11,16,"Wednesday",12,50,"false"
"31810",1,11,6,"Sunday",9,0,"false"
"31811",3,11,10,"Thursday",9,0,"false"
"31812",3,11,2,"Wednesday",11,15766,"true"
"31813",3,11,7,"Monday",14,0,"false"
"31814",1,10,29,"Saturday",1,396,"true"
"31815",1,11,10,"Thursday",8,11,"false"
"31816",1,10,29,"Saturday",16,0,"false"
"31817",1,11,11,"Friday",21,26062,"true"
"31818",3,11,15,"Tuesday",8,0,"false"
"31819",1,11,29,"Tuesday",16,0,"false"
"31820",1,10,26,"Wednesday",14,0,"false"
"31821",1,11,10,"Thursday",9,32,"false"
"31822",3,11,6,"Sunday",9,0,"false"
"31823",3,11,16,"Wednesday",14,2102,"true"
"31824",1,11,8,"Tuesday",12,0,"false"
"31825",1,11,16,"Wednesday",11,583,"true"
"31826",2,11,28,"Monday",14,5496,"true"
"31827",1,11,10,"Thursday",9,0,"false"
"31828",1,11,4,"Friday",13,23,"false"
"31829",1,11,6,"Sunday",10,263,"true"
"31830",3,11,15,"Tuesday",12,0,"false"
"31831",1,11,15,"Tuesday",22,15487,"true"
"31832",1,11,14,"Monday",14,0,"false"
"31833",1,11,16,"Wednesday",19,0,"false"
"31834",3,11,9,"Wednesday",13,0,"false"
"31835",1,11,4,"Friday",7,0,"false"
"31836",1,11,5,"Saturday",22,2639,"true"
"31837",2,11,29,"Tuesday",16,12786,"true"
"31838",3,11,4,"Friday",11,0,"false"
"31839",3,11,16,"Wednesday",17,0,"false"
"31840",1,11,19,"Saturday",13,0,"false"
"31841",2,11,30,"Wednesday",11,40,"false"
"31842",3,11,29,"Tuesday",8,0,"false"
"31843",1,11,2,"Wednesday",11,0,"false"
"31844",1,11,13,"Sunday",19,0,"false"
"31845",2,11,9,"Wednesday",12,1867,"true"
"31846",1,10,27,"Thursday",9,397,"true"
"31847",1,10,26,"Wednesday",19,0,"false"
"31848",1,10,31,"Monday",17,0,"false"
"31849",1,10,28,"Friday",0,5097,"true"
"31850",3,11,17,"Thursday",9,7925,"true"
"31851",2,11,24,"Thursday",16,0,"false"
"31852",1,11,2,"Wednesday",11,3737,"true"
"31853",1,10,28,"Friday",13,0,"false"
"31854",3,11,14,"Monday",6,0,"false"
"31855",1,10,29,"Saturday",10,0,"false"
"31856",2,11,15,"Tuesday",12,26564,"true"
"31857",3,11,12,"Saturday",15,0,"false"
"31858",1,11,5,"Saturday",13,0,"false"
"31859",1,11,6,"Sunday",17,0,"false"
"31860",1,11,13,"Sunday",17,108,"true"
"31861",1,11,11,"Friday",17,20,"false"
"31862",1,10,31,"Monday",19,7704,"true"
"31863",3,11,19,"Saturday",17,0,"false"
"31864",1,10,26,"Wednesday",6,0,"false"
"31865",3,11,3,"Thursday",20,0,"false"
"31866",1,10,28,"Friday",16,36,"false"
"31867",1,11,17,"Thursday",16,900,"true"
"31868",3,11,28,"Monday",22,606,"true"
"31869",1,11,9,"Wednesday",9,0,"false"
"31870",3,11,15,"Tuesday",9,5081,"true"
"31871",1,11,1,"Tuesday",20,29,"false"
"31872",3,11,16,"Wednesday",17,203,"true"
"31873",3,11,29,"Tuesday",15,0,"false"
"31874",1,10,28,"Friday",18,31,"false"
"31875",1,11,15,"Tuesday",15,1440,"true"
"31876",1,10,29,"Saturday",21,130,"true"
"31877",1,11,16,"Wednesday",9,0,"false"
"31878",2,11,12,"Saturday",23,674,"true"
"31879",1,11,6,"Sunday",10,0,"false"
"31880",1,10,31,"Monday",10,0,"false"
"31881",1,11,1,"Tuesday",21,21862,"true"
"31882",1,10,31,"Monday",19,13,"false"
"31883",1,11,6,"Sunday",19,0,"false"
"31884",3,11,15,"Tuesday",19,0,"false"
"31885",3,11,4,"Friday",17,119,"true"
"31886",2,11,15,"Tuesday",19,0,"false"
"31887",3,11,14,"Monday",17,0,"false"
"31888",3,11,7,"Monday",10,7003,"true"
"31889",1,10,27,"Thursday",19,0,"false"
"31890",2,11,24,"Thursday",13,0,"false"
"31891",2,11,5,"Saturday",15,10849,"true"
"31892",3,11,24,"Thursday",15,571,"true"
"31893",3,11,4,"Friday",13,0,"false"
"31894",3,11,3,"Thursday",19,2976,"true"
"31895",1,11,2,"Wednesday",19,0,"false"
"31896",3,11,7,"Monday",19,0,"false"
"31897",1,11,6,"Sunday",4,0,"false"
"31898",1,10,26,"Wednesday",23,2,"false"
"31899",1,11,1,"Tuesday",19,0,"false"
"31900",3,11,10,"Thursday",14,445,"true"
"31901",2,11,3,"Thursday",10,35296,"true"
"31902",1,11,10,"Thursday",14,0,"false"
"31903",1,11,1,"Tuesday",7,0,"false"
"31904",2,11,8,"Tuesday",15,0,"false"
"31905",1,11,30,"Wednesday",12,3796,"true"
"31906",3,11,14,"Monday",6,1546,"true"
"31907",3,11,2,"Wednesday",22,0,"false"
"31908",2,11,11,"Friday",23,192,"true"
"31909",1,11,4,"Friday",16,0,"false"
"31910",2,11,7,"Monday",10,28527,"true"
"31911",1,11,9,"Wednesday",23,0,"false"
"31912",1,10,30,"Sunday",19,0,"false"
"31913",1,11,11,"Friday",15,0,"false"
"31914",1,10,26,"Wednesday",16,1176,"true"
"31915",1,11,4,"Friday",20,268,"true"
"31916",1,11,2,"Wednesday",22,0,"false"
"31917",3,11,9,"Wednesday",7,0,"false"
"31918",1,11,8,"Tuesday",12,240,"true"
"31919",3,11,14,"Monday",18,0,"false"
"31920",3,11,30,"Wednesday",9,1560,"true"
"31921",3,11,9,"Wednesday",8,0,"false"
"31922",1,11,6,"Sunday",19,1,"false"
"31923",3,11,28,"Monday",10,0,"false"
"31924",2,11,7,"Monday",15,12374,"true"
"31925",2,11,15,"Tuesday",22,1484,"true"
"31926",3,11,28,"Monday",11,0,"false"
"31927",3,11,14,"Monday",7,0,"false"
"31928",1,11,7,"Monday",6,0,"false"
"31929",2,11,3,"Thursday",19,0,"false"
"31930",1,11,1,"Tuesday",6,1294,"true"
"31931",3,11,30,"Wednesday",8,0,"false"
"31932",1,11,3,"Thursday",21,3,"false"
"31933",2,11,28,"Monday",20,0,"false"
"31934",2,11,7,"Monday",18,19406,"true"
"31935",3,11,4,"Friday",16,5913,"true"
"31936",1,11,5,"Saturday",13,0,"false"
"31937",1,10,29,"Saturday",17,121,"true"
"31938",1,10,27,"Thursday",1,0,"false"
"31939",1,11,7,"Monday",9,0,"false"
"31940",1,11,6,"Sunday",10,617,"true"
"31941",3,11,28,"Monday",11,0,"false"
"31942",3,11,11,"Friday",20,4898,"true"
"31943",3,11,29,"Tuesday",8,408,"true"
"31944",3,11,16,"Wednesday",21,0,"false"
"31945",1,10,27,"Thursday",21,0,"false"
"31946",1,11,1,"Tuesday",15,0,"false"
"31947",1,11,9,"Wednesday",21,80,"true"
"31948",1,11,14,"Monday",16,0,"false"
"31949",1,11,14,"Monday",15,0,"false"
"31950",3,11,23,"Wednesday",22,5998,"true"
"31951",3,11,15,"Tuesday",23,0,"false"
"31952",2,11,11,"Friday",20,16,"false"
"31953",1,10,31,"Monday",20,0,"false"
"31954",3,11,14,"Monday",5,0,"false"
"31955",1,11,4,"Friday",19,811,"true"
"31956",1,10,27,"Thursday",12,44,"false"
"31957",1,10,27,"Thursday",22,0,"false"
"31958",3,11,29,"Tuesday",6,0,"false"
"31959",1,11,16,"Wednesday",23,269,"true"
"31960",3,11,15,"Tuesday",18,0,"false"
"31961",1,11,8,"Tuesday",9,0,"false"
"31962",2,11,28,"Monday",1,2801,"true"
"31963",1,11,13,"Sunday",13,483,"true"
"31964",3,11,2,"Wednesday",1,0,"false"
"31965",1,10,30,"Sunday",17,159,"true"
"31966",3,11,12,"Saturday",8,10092,"true"
"31967",3,11,4,"Friday",10,0,"false"
"31968",3,11,3,"Thursday",19,0,"false"
"31969",1,11,29,"Tuesday",21,0,"false"
"31970",3,11,6,"Sunday",15,1073,"true"
"31971",1,11,27,"Sunday",14,426,"true"
"31972",3,11,28,"Monday",14,11048,"true"
"31973",1,10,24,"Monday",23,0,"false"
"31974",3,11,8,"Tuesday",13,0,"false"
"31975",1,11,14,"Monday",21,142,"true"
"31976",1,11,11,"Friday",16,0,"false"
"31977",1,10,31,"Monday",12,0,"false"
"31978",3,11,24,"Thursday",1,0,"false"
"31979",2,11,3,"Thursday",8,0,"false"
"31980",1,10,27,"Thursday",23,1446,"true"
"31981",1,11,9,"Wednesday",5,21,"false"
"31982",2,11,16,"Wednesday",0,0,"false"
"31983",3,11,14,"Monday",20,0,"false"
"31984",2,11,16,"Wednesday",22,0,"false"
"31985",1,10,31,"Monday",13,0,"false"
"31986",1,11,10,"Thursday",14,0,"false"
"31987",1,11,1,"Tuesday",18,0,"false"
"31988",3,11,9,"Wednesday",10,0,"false"
"31989",1,10,29,"Saturday",20,6,"false"
"31990",2,11,8,"Tuesday",15,0,"false"
"31991",2,11,23,"Wednesday",18,4621,"true"
"31992",1,11,8,"Tuesday",11,0,"false"
"31993",3,11,5,"Saturday",11,0,"false"
"31994",1,11,14,"Monday",19,0,"false"
"31995",3,11,7,"Monday",8,0,"false"
"31996",1,11,2,"Wednesday",3,20,"false"
"31997",1,11,28,"Monday",22,0,"false"
"31998",3,11,27,"Sunday",18,0,"false"
"31999",1,11,13,"Sunday",12,0,"false"
"32000",2,11,4,"Friday",16,580,"true"
"32001",3,11,3,"Thursday",12,191,"true"
"32002",3,11,24,"Thursday",14,0,"false"
"32003",1,11,11,"Friday",12,0,"false"
"32004",1,11,24,"Thursday",10,0,"false"
"32005",1,11,8,"Tuesday",0,72,"true"
"32006",1,11,4,"Friday",2,1559,"true"
"32007",3,11,29,"Tuesday",20,0,"false"
"32008",1,11,30,"Wednesday",8,0,"false"
"32009",3,11,30,"Wednesday",8,0,"false"
"32010",3,11,29,"Tuesday",8,23,"false"
"32011",1,11,14,"Monday",9,0,"false"
"32012",1,11,3,"Thursday",2,0,"false"
"32013",1,11,11,"Friday",17,0,"false"
"32014",3,11,10,"Thursday",16,0,"false"
"32015",3,11,13,"Sunday",16,0,"false"
"32016",1,10,26,"Wednesday",17,140,"true"
"32017",3,11,16,"Wednesday",12,0,"false"
"32018",1,11,17,"Thursday",4,0,"false"
"32019",3,11,14,"Monday",23,1734,"true"
"32020",1,11,24,"Thursday",9,27,"false"
"32021",1,10,30,"Sunday",1,0,"false"
"32022",3,11,2,"Wednesday",11,0,"false"
"32023",3,11,12,"Saturday",10,0,"false"
"32024",2,11,17,"Thursday",13,20924,"true"
"32025",1,11,16,"Wednesday",23,86,"true"
"32026",1,11,17,"Thursday",14,0,"false"
"32027",3,11,30,"Wednesday",7,0,"false"
"32028",1,11,2,"Wednesday",13,0,"false"
"32029",1,11,24,"Thursday",12,17340,"true"
"32030",3,11,8,"Tuesday",20,0,"false"
"32031",1,11,28,"Monday",20,0,"false"
"32032",3,11,10,"Thursday",8,15,"false"
"32033",3,11,27,"Sunday",17,0,"false"
"32034",1,11,30,"Wednesday",16,0,"false"
"32035",1,10,29,"Saturday",16,54,"true"
"32036",1,11,23,"Wednesday",22,0,"false"
"32037",3,11,11,"Friday",19,139,"true"
"32038",1,11,16,"Wednesday",21,74,"false"
"32039",1,11,4,"Friday",7,91,"true"
"32040",2,11,4,"Friday",14,1408,"true"
"32041",1,11,2,"Wednesday",16,0,"false"
"32042",1,11,3,"Thursday",21,0,"false"
"32043",3,11,3,"Thursday",15,268,"true"
"32044",2,11,15,"Tuesday",13,28533,"true"
"32045",3,11,13,"Sunday",14,0,"false"
"32046",1,11,1,"Tuesday",7,0,"false"
"32047",3,11,2,"Wednesday",8,0,"false"
"32048",1,10,29,"Saturday",0,0,"false"
"32049",1,11,6,"Sunday",5,64297,"true"
"32050",3,11,23,"Wednesday",23,0,"false"
"32051",3,11,8,"Tuesday",19,2400,"true"
"32052",3,11,17,"Thursday",11,0,"false"
"32053",2,11,24,"Thursday",4,8333,"true"
"32054",1,11,14,"Monday",11,0,"false"
"32055",1,11,23,"Wednesday",17,0,"false"
"32056",1,11,4,"Friday",7,0,"false"
"32057",1,11,11,"Friday",18,0,"false"
"32058",3,11,5,"Saturday",13,0,"false"
"32059",1,11,15,"Tuesday",15,0,"false"
"32060",1,11,3,"Thursday",10,0,"false"
"32061",1,11,4,"Friday",15,46,"true"
"32062",1,11,13,"Sunday",10,0,"false"
"32063",3,11,14,"Monday",10,0,"false"
"32064",3,11,15,"Tuesday",7,0,"false"
"32065",3,11,30,"Wednesday",10,1,"false"
"32066",3,11,12,"Saturday",11,0,"false"
"32067",1,11,13,"Sunday",8,1115,"true"
"32068",1,10,27,"Thursday",18,935,"true"
"32069",3,11,15,"Tuesday",23,475,"true"
"32070",3,11,7,"Monday",14,0,"false"
"32071",3,11,17,"Thursday",10,0,"false"
"32072",3,11,30,"Wednesday",8,0,"false"
"32073",3,11,9,"Wednesday",13,0,"false"
"32074",3,11,10,"Thursday",13,0,"false"
"32075",1,11,9,"Wednesday",10,44,"false"
"32076",1,10,27,"Thursday",18,383,"true"
"32077",1,11,16,"Wednesday",0,0,"false"
"32078",3,11,9,"Wednesday",9,562,"true"
"32079",3,11,23,"Wednesday",17,0,"false"
"32080",3,11,15,"Tuesday",19,2687,"true"
"32081",1,10,27,"Thursday",11,0,"false"
"32082",1,11,11,"Friday",17,0,"false"
"32083",1,11,5,"Saturday",14,0,"false"
"32084",3,11,3,"Thursday",14,6267,"true"
"32085",1,11,15,"Tuesday",22,0,"false"
"32086",1,11,8,"Tuesday",21,0,"false"
"32087",2,11,28,"Monday",12,677,"true"
"32088",2,11,12,"Saturday",13,45,"false"
"32089",1,11,1,"Tuesday",12,2146,"true"
"32090",1,10,31,"Monday",12,0,"false"
"32091",1,11,16,"Wednesday",10,0,"false"
"32092",1,10,24,"Monday",22,0,"false"
"32093",2,11,13,"Sunday",15,0,"false"
"32094",3,11,5,"Saturday",23,1324,"true"
"32095",1,10,29,"Saturday",17,1041,"true"
"32096",1,11,29,"Tuesday",6,0,"false"
"32097",3,11,4,"Friday",12,0,"false"
"32098",1,11,2,"Wednesday",18,9,"false"
"32099",1,11,10,"Thursday",16,28929,"true"
"32100",1,10,29,"Saturday",18,0,"false"
"32101",1,11,29,"Tuesday",13,1437,"true"
"32102",1,10,28,"Friday",21,265,"true"
"32103",1,10,27,"Thursday",15,0,"false"
"32104",2,11,12,"Saturday",0,176,"true"
"32105",3,11,28,"Monday",13,0,"false"
"32106",1,11,29,"Tuesday",8,0,"false"
"32107",3,11,14,"Monday",8,0,"false"
"32108",1,10,27,"Thursday",13,862,"true"
"32109",2,11,24,"Thursday",16,4928,"true"
"32110",1,11,9,"Wednesday",7,0,"false"
"32111",3,11,15,"Tuesday",8,0,"false"
"32112",3,11,12,"Saturday",23,0,"false"
"32113",1,11,17,"Thursday",15,0,"false"
"32114",3,11,10,"Thursday",14,0,"false"
"32115",3,11,11,"Friday",16,0,"false"
"32116",1,11,8,"Tuesday",18,0,"false"
"32117",1,10,25,"Tuesday",21,0,"false"
"32118",3,11,7,"Monday",18,2874,"true"
"32119",1,11,23,"Wednesday",19,0,"false"
"32120",3,11,15,"Tuesday",18,0,"false"
"32121",1,11,7,"Monday",11,1668,"true"
"32122",1,11,14,"Monday",10,62633,"true"
"32123",1,11,10,"Thursday",13,0,"false"
"32124",2,11,15,"Tuesday",19,2126,"true"
"32125",1,11,12,"Saturday",18,372,"true"
"32126",1,11,9,"Wednesday",6,76,"true"
"32127",1,11,1,"Tuesday",13,45,"false"
"32128",1,11,9,"Wednesday",10,0,"false"
"32129",1,11,17,"Thursday",9,0,"false"
"32130",3,11,6,"Sunday",9,3,"false"
"32131",1,11,1,"Tuesday",8,0,"false"
"32132",1,11,29,"Tuesday",12,0,"false"
"32133",2,11,11,"Friday",15,21145,"true"
"32134",1,11,3,"Thursday",15,100,"true"
"32135",3,11,24,"Thursday",9,0,"false"
"32136",1,10,31,"Monday",20,12,"false"
"32137",1,11,4,"Friday",9,0,"false"
"32138",2,11,7,"Monday",13,6843,"true"
"32139",3,11,2,"Wednesday",12,6991,"true"
"32140",3,11,10,"Thursday",15,31,"false"
"32141",1,11,2,"Wednesday",10,9,"false"
"32142",3,11,4,"Friday",17,0,"false"
"32143",1,11,12,"Saturday",7,270,"true"
